GRB	GCN	Telescope
150910A	18277	La-silla/2.2m-MPG
150910A	18306	Mt.-Terskol/-Zeiss-600
150910A	18281	TSAO/Zeiss-1000-(East)-1m
150910A	18284	SAO-RAS/-Zeiss-1000
150910A	18287	IA-KhNU/-0.7m
150910A	18288	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
150910A	18289	AS-32-(0.7m)
150910A	18295	robotic-Palomar-60inch
150910A	18301	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
150910A	18279	NOT-2.5m-MOSCA
150910A	18276	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
150915A	18323	NOT+ALFOSC
150915A	18317	La-silla/2.2m-MPG
150915A	18316	MASTER-II-IAC,SAAO
150915A	18325	Sutherland/1.4m-IRSF
150915A	18322	Swift/UVOT
151021A	18472	CTIO/16"-PROMPT-5,17"-DSO
151021A	18432	Swift/UVOT
151021A	18431	MITSuME-50cm
151021A	18427	MASTER-II-SAAO
151027A	18558	Mt.-Terskol/-Zeiss-600
151027A	18503	Meade-16"-ACF-0.40m/8.0
151027A	18513	Yunnan/2.4m-optical
151027A	18515	Xinglong-0.8m-TNT
151027A	18519	NOT-StanCam,NOTCam
151027A	18495	RAPTOR
151027A	18521	SAO-RAS-Zeiss-1000,1m
151027A	18533	Nikolaev/-Mobitel-KT-50-0.5m
151027A	18537	Palomar-60inch
151027A	18539	Wiggins/0.35m-optical
151027A	18559	Sayan/-AZT-33IK
151027A	18518	TUBITAK/1.0m-T100
151027A	18493	Yunnan/-2.4m-optical
151027A	18485	Weihai/1m
151027A	18567	Hankasalmi-0.4m-Richey-Chretien
151027A	18481	Palomar-60inch-robotic
151027A	18480	ISON-NM-0.4m
151027A	18479	Lick/0.76m-KAIT
151027A	18502	Swift/UVOT
151027A	18609	IAO/2m-HCT
151027A	18635	Maidanak/-AZT-22
151027A	19242	Lick/0.76m-KAIT
151027A	18491	MITSuME-50cm
151027A	18575	Sayan/-AZT-33IK
151027B	18501	NOT-StanCam
151027B	18507	La-silla/2.2m-MPG
151027B	18511	**WARNING**
151027B	18512	1.5m-Harold-Johnson
151027B	18543	1.5m-Harold-Johnson
151027B	18520	Hawaii/-2m-Faulkes-North
151027B	18529	Swift/UVOT
151027B	18517	Swift/UVOT
151029A	19571	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
151029A	18534	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
151029A	18530	2m-LCOGT-Faulkes
151029A	18524	ESO-VLT-UT2
151029A	18523	La-silla/-2.2m-MPG
151029A	18554	Malargue/0.30m-robotic-FRAM
151029A	18531	Swift/UVOT
151031A	18550	La-silla/-2.2m-MPG
151031A	18546	Swift/UVOT
151031A	18540	ESO-VLT-UT2
151031A	18547	MITSuME-50cm
151031A	18551	MITSuME-50cm
151111A	18587	Swift/UVOT
151111A	18581	2m-LCOGT-Faulkes
151111A	18585	La-silla/2.2m-MPG
151111A	18598	La-silla/2.2m-MPG
151112A	18597	Swift/UVOT
151112A	18595	La-silla/2.2m-MPG
151112A	18591	MASTER-SAAO
151215A	18703	La-Palma/-pt5m
151215A	18708	TSAO/Zeiss-1000-(East)-1m
151215A	19001	TAROT-robotic-25cm
151215A	18707	robotic-Palomar-60-inch
151215A	18702	MITSuME-50cm
151215A	18694	La-silla/2.2m-MPG
151215A	18696	NOT+ALFOSC
151215A	18692	robotic-Palomar-60-inch
151215A	18698	Swift/UVOT
151215A	18697	MASTER-II-IAS
160117B	18916	1.5m-Harold-Johnson
160117B	18907	1.5m-Harold-Johnson
160117B	18900	1.5m-Harold-Johnson
160117B	18887	La-silla/-2.2m-MPG
160117B	18894	iTelescope-T17
160117B	18885	iTelescope-T17
160117B	18884	NOT+ALFOSC
160117B	18877	MASTER-II-Blagoveschensk
160117B	18886	ESO's-VLT-UT2
160117B	18881	Swift/UVOT
160121A	18922	Swift/UVOT
160121A	18935	1.5m-Harold-Johnson
160121A	18913	MASTER-II-Blagoveschensk
160121A	18920	TSAO/Zeiss-1000-(East)-1m
160121A	18921	La-silla/2.2m-MPG
160121A	18924	1.5m-Harold-Johnson
160121A	18925	La-palma/10.4m-GTC-(+OSIRIS)
160121A	18933	TSAO/Zeiss-1000-(East)-1m
160121A	18917	1.8m-MOA-II
160131A	18972	Abastumani/AS-32-(0.7m)
160131A	18960	iTelescope-T32,T17,T9
160131A	18961	3.6m-TNG
160131A	18962	Khureltogot/-ORI-40
160131A	18964	Newton-250mm-F/D=4.8
160131A	18965	3.6m-TNG
160131A	18967	La-silla/2.2m-MPG
160131A	18968	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
160131A	18969	Xinglong/-2.16m
160131A	18971	Sayan/-AZT-33IK
160131A	18956	1.5m-Harold-Johnson
160131A	18955	60cm-WFT
160131A	18988	1.5m-Harold-Johnson
160131A	18991	Sayan/-AZT-33IK
160131A	18954	Xinglong-0.8m-TNT
160131A	18992	TSAO/Zeiss-1000-(East)-1m
160131A	19004	TSAO/Zeiss-1000-(East)-1m
160131A	18953	2m-LCOGT-Faulkes
160131A	18970	Swift/UVOT
160131A	18973	Sierra-Nevada-1.5m-T150
160203A	19007	1.5m-Harold-Johnson
160203A	18984	Swift/UVOT
160203A	18990	TSAO/Zeiss-1000-(West)-1m
160203A	18999	Gingin/Zadko-100cm
160203A	18980	La-silla/2.2m-MPG
160203A	18982	ESO's-VLT-ut2
160203A	18989	1.5m-Harold-Johnson
160203A	18987	CTIO/16"-(P5),24"-(P1,P8)-PROMPT
160203A	19003	MITSuME-50cm
160227A	19099	MASTER-II-Ural
160227A	19100	Mt.-Terskol-Zeiss-600
160227A	19101	ISON-Kislovodsk/-HGB-500
160227A	19109	NOT-2.56m-ALFOSC
160227A	19116	**WARNING**
160227A	19124	McDonald-0.8m
160227A	19125	Mt.-Lemmon-1m
160227A	19122	Swift/UVOT
160228A	19123	Swift/UVOT
160228A	19186	La-silla/2.2m-MPG
160228A	19112	University_of_Leicester/0.5m
160228A	19114	La-silla/2.2m-MPG
160228A	19118	MASTER-Amur
160228A	19120	Sayan/AZT-33IK
160228A	19119	1.5m-Harold-Johnson
160314A	19183	1m-Weihai
160314A	19187	Swift/UVOT
160314A	19203	1.5m-Harold-Johnson
160314A	19202	1.5m-Harold-Johnson
160314A	19196	1.5m-Harold-Johnson
160314A	19199	SANTEL-650-(0.65m)
160314A	19195	Sayan/-AZT-33IK
160314A	19184	SANTEL-650-(0.65m)
160314A	19189	Sierra-Nevada/1.5m
160314A	19192	ESO's-VLT-UT2
160314A	19191	NOT+ALFOSC
160314A	19200	La-silla/2.2m-MPG
160410A	19275	Swift/UVOT
160410A	19311	CTIO/1.3m-ANDICAM
160410A	19309	Tautenburg-1.34m-Schmidt
160410A	19300	NOT+ALFOSC
160410A	19290	3.8m-United-Kingdom-Infrared
160410A	19287	TAROT-robotic-25cm
160410A	19285	MITSuME-50cm
160410A	19280	Yunnan/2.4m-optical
160410A	19277	CTIO/16"(P5),24"(P1,P8)-PROMPT
160410A	19274	ESO-VLT-UT2
160410A	19272	La-silla/2.2m-MPG
160410A	19295	NOT+ALFOSC
160410A	19278	Mauna-kea/-Keck-I-LRIS
160425A	19454	CTIO/-1.3m-ANDICAM
160425A	19357	Swift/UVOT
160425A	19344	MASTER-II-SAAO
160425A	19349	La-silla/2.2m-MPG
160425A	19350	ESO-VLT-UT2
160425A	19351	MASTER-SAAO
160425A	19354	CTIO/-1.3m-ANDICAM
160425A	19356	CTIO/16"(P5,P6),24"(P1,P8)-PROMPT
160425A	19358	LSGT
160509A	19420	Swift/UVOT
160509A	19412	Swift/UVOT
160509A	19409	Mayhill/iTelescope-T11
160509A	19410	Mauna-Kea/Gemini-North
160509A	19419	Mauna-Kea/Gemini-North
160509A	19425	MASTER-II-Blagoveschensk
160623A	19614	SAO-RAS/-1m
160623A	19708	NOT+ALFOSC
160623A	19572	Murikabushi-1m
160623A	19574	TSAO/Zeiss-1000-(East)-1m
160623A	19567	1.5m-Harold-Johnson
160623A	19561	Sayan/AZT-33IK
160623A	19568	Swift/UVOT
160625B	19683	MASTER-Crimea
160625B	19680	TSAO/Zeiss-1000-(East)-1m
160625B	19651	Russian-Turkish-1.5m
160625B	19640	2m-LCOGT-Faulkes
160625B	19620	TSAO/Zeiss-1000-(East)-1m
160625B	19619	TSAO/Zeiss-1000-(East)-1m
160625B	19616	CTIO/-1.3m-ANDIMAN
160625B	19612	MASTER-IAC
160625B	19611	SAO-RAS/1meter-Zeiss-1000
160625B	19605	TSAO/Zeiss-1000-(East)-1m
160625B	19603	Mini-MegaTORTORA
160625B	19602	1.5m-Harold-Johnson
160625B	19599	Murikabushi-1m
160625B	19642	**WARNING**
160625B	19589	Swift/UVOT
160629A	19643	Swift/UVOT
160629A	19638	MASTER-IAC
160629A	19669	Abastumani/AS-32-(0.7m)
160629A	19646	Abastumani/AS-32-(0.7m)
160629A	19632	6.0m-BTA
160629A	19623	SAO-RAS-6m
160629A	19622	TAROT-robotic-25cm
160629A	19670	Sayan/-AZT-33IK
160804A	19764	Swift/UVOT
160804A	19768	Swift/UVOT
160804A	19779	Swift/UVOT
160804A	19771	BTA-6m
160804A	19774	La-silla/2.2m-MPG
160804A	19775	SANTEL-650-(0.65m)
160804A	19776	TSAO/Zeiss-1000-(East)-1m
160821B	19846	William-Herschel
160821B	19838	MASTER-IAC
160821B	19834	NOT-2.56m-ALFOSC
160821B	19839	Swift/UVOT
161014A	20160	TSAO/Zeiss-1000-(East)-1m
161014A	20058	TSAO/Zeiss-1000-(East)-1m
161014A	20052	1.5m-Harold-Johnson
161014A	20167	TSAO/Zeiss-1000-(East)-1m
161014A	20046	MITSuME-50cm
161014A	20043	La-palma/-10.4m-GTC-OSIRIS
161014A	20042	TSAO/-Zeiss-1000-(East)-1m
161014A	20039	Hiroshima-University/-Kanata
161014A	20038	Xinglong-0.8m-TNT
161014A	20037	2m-LCOGT-Faulkes
161014A	20036	MITSuME-50cm
161014A	20066	1.5m-Harold-Johnson
161014A	20044	NOT-2.56m-ALFOSC
161014A	20045	Swift/UVOT
161017A	20074	Swift/UVOT
161017A	20072	1m-LCOGT-McDonald
161017A	20075	**WARNING**
161017A	20079	1.0m-JKT
161017A	20080	2m-Liverpool
161017A	20070	MITSuME-50cm
161017A	20069	La-palma/10.4m-GTC-OSIRIS
161023A	20110	TAROT-robotic-25cm
161023A	20108	40cm-UCD-Watcher
161023A	20107	2m-LCOGT-Faulkes
161023A	20104	ESO-VLT
161023A	20102	MASTER-II
161023A	20113	La-silla/2.2m-MPG
161023A	20109	Gingin/Zadko-100cm
161108A	20149	1.5m-Harold-Johnson
161108A	20150	NOT+ALFOSC
161108A	20153	TAROT-robotic-25cm
161108A	20163	MITSuME-50cm
161108A	20146	NOT+ALFOSC
161108A	20159	Swift/UVOT
161117A	20196	iTelescope-T11
161117A	20202	CTIO/1.3m-ANDICAM
161117A	20195	MASTER-OAFA
161117A	20194	TAROT-robotic-25cm
161117A	20193	Yunnan/2.4m-optical
161117A	20181	La-silla/60cm-REM
161117A	20190	Swift/UVOT
161129A	20242	Kiso/1.05m-Schmidt,Kiso/KWFC
161129A	20226	Sayan/AZT-33IK
161129A	20224	SANTEL-650-(0.65m)
161129A	20218	MITSuME-50cm
161129A	20216	Tautenburg-Schmidt
161129A	20215	TSAO/Zeiss-1000-(East)-1m
161129A	20217	Swift/UVOT
161129A	20244	NOT+ALFOSC
161129A	20245	La-palma/10.4m-GTC-(OSIRIS)
161219B	20442	AZT-33IK-(Mondy),ZTSh-(CrAO),AS-32-(AbAO),Zeiss-1000-(SAO-RAS)
161219B	20380	La-silla/ESO-New-Technology
161219B	20342	La-palma-10.4m-GTC-OSIRIS
161219B	20332	Mauna-kea/3.8m-UKIRT-WFCAM
161219B	20330	MASTER-II-SAAO
161219B	20306	Swift/UVOT
161219B	20299	La-silla/-2.2m-MPG
161219B	20321	ESO-VLT-UT2-(Kueyen)
161219B	20314	MITSuME-50cm
161219B	20309	ISON/Terskol/-K-800-(0.8m)
161219B	20305	40cm-UCD-Watcher
161219B	20300	Sutherland/-1m-LCO
161219B	20322	SALT-sutherland
170113A	20458	ESO-VLT-UT2-(Kueyen)
170113A	20448	Sutherland/-1m-LCO
170113A	20457	La-silla/-2.2m-MPG
170113A	20455	Swift/UVOT
170202A	20578	MASTER-II-Blagoveschensk,Tunka,SAAO
170202A	20606	CTIO/-1.3m-ANDICAM
170202A	20601	2.1m-Otto-Struve
170202A	20598	0.5m-Virgin-Island-Robotic
170202A	20595	1.5m-Harold-Johnson
170202A	20594	2.1m-Otto-Struve
170202A	20591	1.0m-T100-TUBITAK
170202A	20590	ESO-VLT-UT2-(Kueyen)
170202A	20589	ESO-VLT-UT2-(Kueyen)
170202A	20588	Xinglong/2.16m
170202A	20585	MITSuME-50cm
170202A	20584	La-palma/10.4m-GTC-OSIRIS
170202A	20581	Hiroshima-University/HONIR-Kanata
170202A	20580	Gingin/-Zadko-100cm
170202A	20579	Sutherland/-1m-LCO
170202A	20577	Mini-MegaTORTORA
170202A	20599	Gingin/-Zadko-100cm
170202A	20587	Swift/UVOT
170202A	20576	Xinglong-0.8m-TNT
170214A	20686	ESO-VLT-UT2
170214A	20687	Sayan/AZT-33IK
170214A	20685	1.5m-Harold-Johnson
170214A	20684	La-silla/2.2m-MPG-ESO
170214A	20682	Swift/UVOT
170405A	20992	ISON/Terskol/-K-800-(0.8m)
170405A	20991	40cm-UCD-Watcher
170405A	20989	TAROT-robotic-25cm
170405A	21000	Swift/UVOT
170405A	20994	2m-LCO-Faulkes
170405A	20996	1.5m-Harold-Johnson
170405A	21003	CTIO/1.3m-ANDICAM
170405A	20998	0.5m-Virgin-Island-Robotic
170428A	21044	MASTER-II-OAFA
170428A	21048	Xinglong/2.16m
170428A	21050	La-silla/2.2m-MPG
170428A	21051	1.5m-Harold-Johnson
170428A	21942	ARIES-Nainital/3.6m-DOT
170428A	21052	TAROT-robotic-25cm
170428A	21053	Happy-jack/4.3m-DCT
170428A	21054	MASTER-II-OAFA
170428A	21059	La-palma/-10.4m-GTC-OSIRIS
170428A	21049	Swift/UVOT
170519A	21115	Lick/0.76m-KAIT
170519A	21208	**WARNING**
170519A	21206	Sayan-AZT-33IK
170519A	21169	**WARNING**
170519A	21162	ISON/Multa-22cm-SSS-220
170519A	21124	MITSuME-50cm
170519A	21123	Boyden/40cm-UCD-Watcher
170519A	21122	1.5m-Harold-Johnson
170519A	21121	MITSuME-50cm
170519A	21120	La-palma/NOT-2.5m
170519A	21113	iTelescope-T11
170519A	21111	Weihai/1m
170519A	21117	Observatorio-Astronómico-Nacional-60cm-BOOTES-5/Javier-Gorosabel
170519A	21108	iTelescope-T24
170519A	21118	Swift/UVOT
170519A	21109	1.5m-Harold-Johnson
170531B	21210	Zeiss-1000/Koshka-(CrAO),wide-FOV
170531B	21189	ISON/Terskol-K-800-(0.8m)
170531B	21177	Swift/UVOT
170531B	21187	CTIO/-1.3m-ANDICAM
170531B	21179	MASTER-Kislovodsk
170531B	21178	La-silla/2.2m-MPG-ESO
170531B	21209	4.2m-William-Herschel
170531B	21174	Zeiss-1000/Koshka
170531B	21173	MASTER-Kislovodsk
170531B	21188	Swift/UVOT
170604A	21204	1.5m-Harold-Johnson
170604A	21200	La-silla/2.2m-MPG
170604A	21197	La-Palma/10.4m-GTC-OSIRIS
170604A	21203	Abastumani-AS-32-(0.7m)
170604A	21207	Swift/UVOT
170604A	21192	iTelescope-T27
170607A	21220	Swift/UVOT
170607A	21217	La-palma/NOT-2.5m
170607A	21219	MASTER-Tavrida
170607A	21237	ISON/Terskol/-K-800-(0.8m)
170607A	21240	La-Palma/10.4m-GTC-OSIRIS
170705A	21294	Swift/UVOT
170705A	21291	MASTER-II-OAFA
170705A	21293	1.5m-Harold-Johnson
170705A	21295	MITSuME-50cm
170705A	21300	ISON/Terskol/-K-800-(0.8m)
170705A	21298	La-Palma/10.4m-GTC-OSIRIS
170705A	21303	1.5m-Harold-Johnson
170705A	21320	TSAO/-Zeiss-1000-1m
170705A	21302	Lick/0.76m-KAIT
170714A	21346	La-Palma/10.4m-GTC-OSIRIS
170714A	21359	La-Palma/10.4m-GTC-OSIRIS
170714A	21353	Swift/UVOT
170714A	21351	Swift/UVOT
170817A	21618	CHILESCOPE/RC-1000,CHILESCOPE/ASA-500
170817A	22108	Lijiang-2.4m-(China),2m-HCT-HFOSC
170817A	22763	LBT
170817A	28169	NOT+ALFOSC
170817A	21577	Swift/UVOT
171010A	22004	Swift/UVOT
171010A	22113	**WARNING**
171010A	22012	2m-HCT
171010A	22107	Kitt-peak/1.3m-RCT
171010A	22002	ESO-New-Technology
171010A	21987	MDM/1.3m-McGraw-Hill,2.4m-Hiltner-modspec
171010A	21988	iTelescope-T24
171010A	21991	Sutherland/LCO-1m
171010A	22000	NOT-StanCam
171010A	22011	1.5m-Harold-Johnson
171010A	22096	ESO-VLT-UT2
171010A	22001	MITSuME-50cm
171020A	22039	NOT+ALFOSC
171020A	22033	2m-Liverpool
171020A	22042	1.5m-Harold-Johnson
171020A	22031	1m-SAO-RAS,Zeiss-1000
171020A	22030	Mini-MegaTORTORA
171020A	22029	NOT+ALFOSC
171020A	22040	Swift/UVOT
171020A	22037	1.5m-Harold-Johnson
171020A	22041	TAROT-robotic-25cm
171205A	22188	0.43m-Lee-Sang-Gak
171205A	22202	Swift/UVOT
171205A	22225	iTelescope-T32
171205A	22224	Sayan/AZT-33IK
171205A	22223	SAO-RAS/Zeiss-1000
171205A	22215	Mauna-Kea/3.8m-UKIRT
171205A	22205	TSAO/Zeiss-1000-1m
171205A	22204	La-palma/10.4m-GTC-OSIRIS
171205A	22199	MASTER-SAAO
171205A	22198	La-silla/2.2m-MPG
171205A	22197	Sutherland/LCO-1m
171205A	22195	Yunnan/2.4m-optical
171205A	22193	CHILESCOPE/RC-1000-1m
171205A	22192	CTIO/1.3m-ANDICAM
171205A	22186	Yunnan/2.4m-optical
171205A	22182	1.5m-Harold-Johnson
171205A	22270	CTIO/1.3m-ANDICAM
171205A	22181	Swift/UVOT
171222A	22275	Swift/UVOT
171222A	22279	Aoyama-Gakuin-University/0.3m-AROMA-N
171222A	22276	Nanshan/0.36m-robotic
171222A	22274	Nanshan/1m
171222A	22273	MASTER-IAC
171222A	22272	10.4m-GTC-OSIRIS
171222A	22269	NOT-StanCam
180115A	22362	60-inch-Palomar
180115A	22346	10.4m-GTC-OSIRIS
180115A	22340	MITSuME-50cm
180115A	22357	Swift/UVOT
180115A	22345	NOT-2.5m-ALFOSC
180205A	22403	Abastumani/AS-32-(0.7m)
180205A	22390	Lick/-1m-Nickel
180205A	22388	ESO-VLT-FORS2
180205A	22387	La-silla/AZT-33IK
180205A	22384	ESO-VLT-UT2-(Kueyen)
180205A	22383	La-silla/2.2m-MPG
180205A	22382	Lick/0.76m-KAIT
180205A	22395	Nanshan-1m
180205A	22404	DOAO-1m
180205A	22392	Xinglong-0.8m-TNT
180205A	22430	Sayan/AZT-33IK
180205A	22414	Palomar/60-inch
180205A	22397	Mt.-Lemmon/1m,McDonald/0.8m,McDonald/0.25
180205A	22391	La-silla/2.2m-MPG
180205A	22411	BAO/-Schmidt-1m
180205A	22396	Swift/UVOT
180205A	22401	0.4m-Richey-Chretien
180314A	22481	MASTER-IAC,OAFA
180314A	22482	La-silla/60cm-REM
180314A	22488	TAROT-robotic-25cm
180314A	22505	MITSuME-50cm
180314A	22543	MASTER-OAFA,IAC
180314A	22483	Swift/UVOT
180314A	22479	La-silla/2.2m-MPG
180314A	22487	SSO/1m,2m-LCO
180325A	22542	TAROT-robotic-25cm
180325A	22534	2m-Liverpool
180325A	22549	Swift/UVOT
180325A	22551	NOT+ALFOSC
180325A	22544	La-silla/2.2m-MPG
180325A	22536	La-silla/60cm-REM
180325A	22537	1.5m-Harold-Johnson
180325A	22538	0.8m-Sarah-L.-Krizmanich
180325A	22541	Ondrejov/0.5m-D50
180325A	22535	NOT+ALFOSC
180329B	22565	Swift/UVOT
180329B	22571	SSO/LCO-2m-unit-Faulkes
180329B	22564	1.5m-Harold-Johnson
180329B	22562	NOT+ALFOSC
180404A	22603	SSO/LCO-2m-Faulkes
180404A	22591	ESO-VLT-UT2
180404A	22593	MASTER-OAFA
180404A	22605	Swift/UVOT
180510B	22701	La-silla/2.2m-MPG
180510B	22700	TAROT-robotic-25cm
180620B	22827	Swift/UVOT
180620B	22823	ESO-VLT-UT2
180620B	22819	La-silla/2.2m-MPG
180624A	22867	NOT-2.5m-StanCam
180624A	22845	2x8.4m-LBT
180624A	22840	La-silla/2.2m-MPG
180624A	22838	MITSuME-50cm
180624A	22846	1.5m-Harold-Johnson
180624A	22836	Swift/UVOT
180703A	23889	ESO-VLT-UT4-(Yepun)
180703A	22898	Swift/UVOT
180703A	22926	MASTER-SAAO,OAFA
180720B	22988	Teide/0.4m
180720B	23004	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
180720B	23017	Observatorio-Astronómico-Nacional/COATLI-50cm
180720B	23020	ISON-Castelgrande/ORI-22-(22cm)
180720B	23021	La-silla/REM-60cm-robotic
180720B	23023	MASTER-Amur,SAAO,IAC,Kislovodsk
180720B	23024	Astronomical-Institute-Ondrejov/D50
180720B	22985	OSN/T90
180720B	23033	Lick/0.76m-KAIT
180720B	22983	MITSuME-50cm
180720B	23040	Observatorio-Astrofisico-de-Javalambre/-0.8m
180720B	22977	Higashi-Hiroshima/1.5m-Kanata
180720B	22979	TSAO/-Zeiss-1000
180728A	23064	Swift/UVOT
180728A	23048	MASTER-SAAO
180728A	23050	MASTER-SAAO
180914B	23243	1.5m-Harold-Johnson
180914B	23244	TSAO/Zeiss-1000-1m
180914B	23245	MASTER-Tunka
180914B	23249	TSAO/Zeiss-1000-1m
180914B	23255	Javalambre-Astrophysical-Observatory/0.8m-T80
180914B	23287	Russian-Turkish-1.5m-optical
180914B	23288	Russian-Turkish-1.5m-optical
180914B	23239	Javalambre-Astrophysical-Observatory-0.8m-T80
180914B	23256	OSN/T150
180914B	23242	Swift/UVOT
181010A	23326	La-silla/2.2m-MPG
181010A	23317	Swift/UVOT
181010A	23310	MASTER-OAFA
181010A	23312	1.5m-Harold-Johnson
181010A	23319	La-silla/ESO-New-Technology-EFOSC2
181010A	23323	La-silla/REM-60cm-ESO
181020A	23360	Swift/UVOT
181020A	23362	La-silla/REM-60cm-ESO
181020A	23359	MASTER-SAAO
181110A	23423	CHILESCOPE/-RC-1000
181110A	23422	La-silla/2.2m-MPG
181110A	23416	iTelescopeT17
181110A	23415	MITSuME-50cm
181110A	23414	Higashi-Hiroshima/-1.5m-Kanata-HOWPol
181110A	23419	Swift/UVOT
181123B	23437	Swift/UVOT
181123B	23439	Gemini-North-8m-GMOS
181123B	23440	10m-Keck-I
181123B	23444	MASTER-OAFA,Kislovodsk
181123B	23461	10m-Keck-I
181201A	23497	**WARNING**
181201A	23492	Observatorio-Astronómico-Nacional/-COATLI-50cm
181201A	23514	**WARNING**
181201A	23507	TSAO/Zeiss-1000-1m
181201A	23486	La-silla/2.2m-MPG
181201A	23510	GROWTH-India-70cm
181201A	23504	La-silla/2.2m-MPG
181201A	23485	CHILESCOPE/RC-1000
181201A	23522	Sayan/-AZT-33IK
181201A	23481	Observatorio-Astronómico-Nacional/-COATLI-50cm
181201A	23479	Zeiss-1000/Koshka-(CrAO)
181201A	23478	NOT-2.5m-StanCam
181201A	23477	1m-SAOO
181201A	23476	MASTER-Kislovodsk
181201A	23475	iTelescope-T31
181201A	23470	MASTER-OAFA
181201A	23499	Swift/UVOT
181201A	23601	Gemini-N
181201A	23484	MASTER-OAFA
181213A	23526	MASTER-Amur
181213A	23527	Observatorio-Astronomico-Nacional/60cm-BOOTES-5/JGT
181213A	23530	TSAO/-Zeiss-1000-1m
181213A	23532	GWAC-F60A-60cm
181213A	23543	TSAO/-Zeiss-1000-1m
181213A	23538	Gao-Ya-Zi/HMT-0.5m,Nanshan/NEXT-0.6m,CNEOST-1m
181213A	23539	Abastumani/-AS-32-(0.7m)
181213A	23544	Sayan/-AZT-33IK
181213A	23545	Swift/UVOT
181213A	23537	2.5m-NOT+ALFOSC
181213A	23529	Swift/UVOT
190106A	23622	GWAC-F60B-60cm-optical
190106A	23617	MITSuME-50cm
190106A	23626	Swift/UVOT
190106A	23616	MASTER-Amur
190106A	23744	Happy-jack/4.3m-DCT
190106A	23668	Yunnan/2.4m-optical
190106A	23665	OSN/-T150
190106A	23661	**WARNING**
190106A	23660	2m-Liverpool
190106A	23640	Sayan/AZT-33IK
190106A	23638	TSAO/Zeiss-1000
190106A	24986	Happy-jack/4.3m-DCT
190106A	23635	0.61m-Sitapur
190106A	23634	Yunnan/2.4m-optical
190106A	23630	Yunnan/2.4m-optical
190106A	23629	Xinglong-2.16m
190106A	23628	Osservatorio-Astronomico-S.-Di-Giacomo/0.5m
190106A	23627	0.6m-BOOTES-4/MET-robotic
190106A	23624	baker-Schmidt-250mm-F/D=3
190106A	23618	Yunnan/2.4m-optical
190106A	23620	TSAO/Zeiss-1000-1m
190106A	23623	Xinglong-2.16m
190106A	23636	Nanshan/NEXT-0.6m,Xinglong-2.16m
190114A	23678	Swift/UVOT
190114A	23719	Swift/UVOT
190114A	23738	1.0m-LOAO,1m-DOAO
190114A	23731	1.0m-LOAO,1m-DOAO
190114A	23697	NOT-2.5m-ALFOSC
190114A	23687	OSN/T150
190114A	23682	La-silla/2.2m-MPG
190114A	23680	ESO-VLT-UT2-(Kueyen)
190114A	23718	Sayan/AZT-33IK
190114C	23725	Swift/UVOT
190114C	23748	La-silla/ESO-New-Technology
190114C	23798	IAO/2m-HCT
190114C	23787	CHILESCOPE/RC-1000
190114C	23766	Russian-Turkish-1.5m-optical
190114C	23751	1.5m-Harold-Johnson
190114C	23749	Observatorio-Astronómico-Nacional/-COATLI-50cm
190114C	23746	CHILESCOPERC-1000
190114C	23693	MASTER-SAAO
190114C	23741	CHILESCOPE/RC-1000
190114C	23734	SAAO/KMTnet-1.6m
190114C	23733	IAO/0.7m-GROWTH-India
190114C	23732	SSO/Lee-Sang-Gak
190114C	23729	REM-60cm
190114C	23727	Sayan/AZT-33IK
190114C	23717	McDonalds/0.8m,McDonalds/0.25m,SNUA/1m
190114C	23708	10.4m-GTC
190114C	23702	La-silla/2.2m-MPG
190114C	23699	Osservatorio-Astronomico-S.-Di-Giacomo/0.5m
190114C	23695	NOT-2.5m-ALFOSC
190114C	23690	MASTER-IAC
190114C	23742	IAO/2m-HCT
190627A	24889	Swift/UVOT
190627A	24911	Koshka/Zeiss-1000-1m
190627A	24901	Calar-Alto/2.2m
190627A	24904	NOT-StanCam
190627A	24905	Yunnan/2.4m-optical
190627A	24900	Assy-Turgen/CDK700
190627A	24902	2m-Liverpool
190627A	24895	MASTER-SAAO
190627A	24894	0.5m-Virgin-Island-Robotic
190627A	24896	Yunnan/2.4m-optical
190627A	24892	Assy-Turgen/CDK700
190627A	24903	Ondrejov/50cm-robotic-D50
190627A	24893	Montarrenti/automatic-0.53m-RC
190719C	25144	NOT+ALFOSC
190719C	25110	NOT+ALFOSC
190719C	25128	Swift/UVOT
190829A	25657	Liverpool-Telescope
190829A	25570	Swift/UVOT
190829A	25682	CrAO/ZTSh-2.6m
190829A	25667	Stroncone/50cm-R-C
190829A	25664	10m-Keck-I
190829A	25652	MASTER-SAAO
190829A	25565	La-palma/10.4m-GTC-OSIRIS
190829A	25597	2m-robotic-Liverpool
190829A	25584	UKIRT
190829A	25583	Mount-Hopkins/MMT-6.5m
190829A	25573	MASTER-Amur,Kislovodsk,SAAO,Tavrida,OAFA
190829A	25569	La-silla/2.2m-MPG
190829A	25563	NOT+ALFOSC
190829A	25585	2m-robotic-Liverpool
190829A	25560	GIT-70cm
